City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm)
Феодосія,2021,11,9.9,17.5,-0.1,3.1,32.2,0.0
Феодосія,2021,12,6.1,14.3,-9.8,3.2,63.0,1.0
Харків,2021,1,-2.5,6.8,-22.0,4.3,70.4,9.0
Харків,2021,2,-5.0,12.1,-18.9,3.8,59.8,4.0
Харків,2021,3,1.1,12.8,-13.9,4.1,18.2,3.0
Харків,2021,4,8.3,20.9,-2.8,3.5,41.7,0.0
Харків,2021,5,15.7,27.3,3.5,3.9,52.7,0.0
Харків,2021,6,20.5,34.2,9.4,3.6,68.4,0.0
Харків,2021,7,24.7,34.2,15.4,3.0,7.3,0.0
Харків,2021,8,23.8,34.6,12.1,3.1,20.7,0.0
Харків,2021,9,13.4,27.4,1.5,2.9,27.8,0.0
Харків,2021,10,8.1,18.9,-4.3,3.5,7.6,0.0
Харків,2021,11,3.8,14.9,-10.9,3.9,25.2,0.0
Харків,2021,12,-2.0,10.1,-18.8,4.0,44.7,10.0
Херсон,2021,1,0.1,10.7,-18.9,3.5,71.6,3.0
Херсон,2021,2,-0.6,13.9,-17.2,3.9,18.9,5.0
Херсон,2021,3,3.4,15.4,-9.0,3.7,40.3,5.0
Херсон,2021,4,8.9,21.8,-1.6,3.0,43.4,0.0
Херсон,2021,5,15.9,28.8,3.6,3.0,97.7,0.0
Херсон,2021,6,20.7,34.0,9.4,2.7,91.1,0.0
Херсон,2021,7,25.3,35.8,15.1,2.5,77.3,0.0
Херсон,2021,8,24.4,35.0,14.4,3.1,7.1,0.0
Херсон,2021,9,16.1,29.2,4.8,2.9,12.6,0.0
Херсон,2021,10,10.1,21.3,-2.0,3.2,5.1,0.0
Херсон,2021,11,6.5,20.7,-4.4,2.9,33.3,0.0
Херсон,2021,12,1.9,13.0,-12.4,3.7,64.4,6.0
Хмільник,2021,1,-2.3,8.2,-19.9,1.9,33.0,9.0
Хмільник,2021,2,-3.6,12.6,-21.3,2.1,50.0,17.0
Хмільник,2021,3,1.6,12.6,-7.0,2.0,53.6,10.0
Хмільник,2021,4,7.0,20.0,-2.6,1.7,23.9,1.0
Хмільник,2021,5,13.6,22.9,1.8,1.9,118.7,0.0
Хмільник,2021,6,19.6,32.4,6.6,1.5,43.2,0.0
Хмільник,2021,7,22.6,32.4,11.9,1.0,103.8,0.0
Хмільник,2021,8,18.9,29.4,9.0,1.0,55.8,0.0
Хмільник,2021,9,12.6,24.6,2.9,1.3,24.3,0.0
Хмільник,2021,10,7.6,20.4,-2.4,1.7,0.0,0.0
Хмільник,2021,11,4.8,16.5,-6.0,2.1,14.0,0.0
Хмільник,2021,12,-1.8,8.8,-15.9,2.1,63.6,10.0
Хмельницький,2021,1,-2.4,6.2,-19.5,3.8,31.0,10.0
Хмельницький,2021,2,-3.4,11.0,-18.7,4.0,50.4,15.0
Хмельницький,2021,3,1.0,11.9,-7.1,3.8,72.7,14.0
Хмельницький,2021,4,6.6,20.0,-2.4,3.7,16.3,2.0
Хмельницький,2021,5,13.1,22.3,2.1,3.6,76.1,0.0
Хмельницький,2021,6,19.2,32.1,7.9,3.5,46.2,0.0
Хмельницький,2021,7,21.9,32.0,12.6,2.6,99.8,0.0
Хмельницький,2021,8,18.3,28.5,10.6,2.5,129.9,0.0
Хмельницький,2021,9,12.8,24.7,3.9,2.9,38.4,0.0
Хмельницький,2021,10,7.4,19.4,-1.2,3.1,1.7,0.0
Хмельницький,2021,11,4.4,15.4,-5.5,3.9,12.0,0.0
Хмельницький,2021,12,-2.2,8.0,-15.5,4.1,77.1,8.0
Хуст,2021,1,-0.1,6.6,-12.0,1.1,139.2,20.0
Хуст,2021,2,1.3,15.1,-11.8,1.2,140.1,12.0
Хуст,2021,3,3.7,16.3,-5.3,1.4,53.9,10.0
Хуст,2021,4,8.1,21.3,-2.2,1.3,62.2,0.0
Хуст,2021,5,14.2,28.2,2.9,1.3,127.2,0.0
Хуст,2021,6,20.1,35.2,5.4,1.2,49.3,0.0
Хуст,2021,7,23.1,33.5,10.2,1.1,130.1,0.0
Хуст,2021,8,19.3,32.0,10.0,1.1,131.6,0.0
Хуст,2021,9,14.7,26.6,5.5,1.1,49.9,0.0
Хуст,2021,10,8.3,23.0,-2.8,1.1,13.4,0.0
Хуст,2021,11,4.5,14.2,-3.8,1.0,85.5,0.0
Хуст,2021,12,0.7,6.6,-10.2,1.0,144.2,13.0
Чаплине,2021,1,-1.3,8.2,-20.6,2.7,54.6,12.0
Чаплине,2021,2,-3.3,13.6,-15.0,2.5,33.3,4.0
Чаплине,2021,3,1.7,14.2,-14.6,2.5,54.1,8.0
Чаплине,2021,4,8.4,21.5,0.1,2.0,59.9,0.0
Чаплине,2021,5,16.1,28.4,4.0,2.1,53.3,0.0
Чаплине,2021,6,19.8,33.0,11.2,1.4,201.5,0.0
Чаплине,2021,7,24.0,34.0,13.6,1.3,132.0,0.0
Чаплине,2021,8,23.6,34.5,13.1,1.2,23.3,0.0
Чаплине,2021,9,14.0,27.6,1.0,1.3,17.4,0.0
Чаплине,2021,10,8.2,18.6,-2.2,1.8,6.8,0.0
Чаплине,2021,11,4.2,16.9,-8.6,2.2,37.3,0.0
Чаплине,2021,12,-0.7,11.3,-16.5,2.4,58.7,18.0
Черкаси,2021,1,-2.3,10.7,-24.0,3.3,55.3,19.0
Черкаси,2021,2,-5.5,10.2,-29.1,3.4,56.8,31.0
Черкаси,2021,3,2.1,15.3,-11.0,3.5,34.4,7.0
Черкаси,2021,4,7.2,21.6,-5.4,2.9,24.5,0.0
Черкаси,2021,5,14.5,25.0,0.3,3.3,115.3,0.0
Черкаси,2021,6,20.2,33.7,8.3,3.3,69.9,0.0
Черкаси,2021,7,23.9,33.2,12.2,2.4,72.7,0.0
Черкаси,2021,8,20.9,32.3,8.2,2.7,38.9,0.0
Черкаси,2021,9,13.0,27.4,1.4,2.8,44.3,0.0
Черкаси,2021,10,7.1,19.4,-7.0,2.7,28.4,0.0
Черкаси,2021,11,4.2,15.7,-11.8,3.0,33.8,2.0
Черкаси,2021,12,-0.8,10.4,-17.5,3.4,75.2,10.0
Чернігів,2021,1,-3.5,7.1,-23.5,2.9,67.3,21.0
Чернігів,2021,2,-6.6,10.4,-24.7,2.7,66.7,48.0
Чернігів,2021,3,1.8,15.8,-12.1,3.2,20.2,12.0
Чернігів,2021,4,7.4,21.2,-3.2,2.6,34.1,0.0
Чернігів,2021,5,13.8,24.4,0.7,2.5,76.1,0.0
Чернігів,2021,6,20.5,35.1,7.1,2.6,32.2,0.0
Чернігів,2021,7,23.7,34.5,11.2,1.6,59.3,0.0
Чернігів,2021,8,20.2,33.3,9.7,2.1,66.6,0.0
Чернігів,2021,9,11.6,26.4,1.5,2.3,65.4,0.0
Чернігів,2021,10,7.1,18.9,-3.7,2.1,1.9,0.0
Чернігів,2021,11,3.4,14.6,-8.4,3.0,22.7,0.0
Чернігів,2021,12,-2.3,7.7,-15.1,2.8,58.1,8.0
Чорнобиль,2021,1,-3.1,7.5,-23.1,1.6,72.6,12.0
Чорнобиль,2021,2,-5.6,13.9,-24.8,1.4,68.3,37.0
Чорнобиль,2021,3,2.0,15.1,-12.5,1.6,23.5,11.0
Чорнобиль,2021,4,7.2,21.6,-3.6,1.4,48.4,0.0
Чорнобиль,2021,5,13.8,24.5,-0.2,1.4,68.5,0.0
Чорнобиль,2021,6,20.1,35.3,4.9,1.2,42.1,0.0
Чорнобиль,2021,7,23.5,34.1,9.4,0.8,10.5,0.0
Чорнобиль,2021,8,19.7,32.0,9.0,0.9,74.4,0.0
Чорнобиль,2021,9,11.8,25.7,0.4,0.9,65.5,0.0
Чорнобиль,2021,10,7.2,18.1,-3.6,1.2,3.4,0.0
Чорнобиль,2021,11,3.8,15.9,-7.0,1.6,19.4,1.0
Чорнобиль,2021,12,-2.2,7.7,-16.7,1.3,59.1,10.0
Чернівці,2021,1,-0.8,11.9,-17.9,2.9,20.4,4.0
Чернівці,2021,2,-1.8,15.7,-17.4,3.7,44.1,19.0
Чернівці,2021,3,2.9,14.7,-5.0,3.4,50.6,6.0
Чернівці,2021,4,7.4,20.3,-2.2,3.0,32.4,0.0
Чернівці,2021,5,14.2,24.0,2.7,3.4,83.8,0.0
Чернівці,2021,6,19.4,31.5,10.2,3.3,82.8,0.0
Чернівці,2021,7,22.6,32.7,14.2,2.8,77.7,0.0
Чернівці,2021,8,19.5,29.6,10.3,2.2,95.9,0.0
Чернівці,2021,9,14.2,25.5,4.1,2.8,53.4,0.0
Чернівці,2021,10,8.1,19.6,-2.2,2.9,2.9,0.0
Чернівці,2021,11,4.9,16.4,-5.1,2.8,14.7,0.0
Чернівці,2021,12,-1.0,11.3,-10.9,3.5,85.7,16.0
Чорноморське,2021,1,4.0,14.9,-10.4,4.0,79.8,9.0
Чорноморське,2021,2,2.7,13.7,-9.4,4.4,14.0,3.0
Чорноморське,2021,3,4.6,15.6,-8.2,3.9,30.8,0.0
Чорноморське,2021,4,9.1,19.3,2.2,3.3,51.8,0.0
Чорноморське,2021,5,15.3,24.1,6.9,3.5,25.4,0.0
Чорноморське,2021,6,19.7,28.8,12.3,3.2,85.4,0.0
Чорноморське,2021,7,24.4,31.0,16.1,2.9,58.7,0.0
Чорноморське,2021,8,24.5,37.0,16.3,3.2,6.0,0.0
Чорноморське,2021,9,17.4,26.8,9.1,3.6,38.5,0.0
Чорноморське,2021,10,11.2,19.2,-0.4,4.0,4.5,0.0
Чорноморське,2021,11,9.3,20.0,-2.4,3.6,54.5,0.0
Чорноморське,2021,12,5.9,18.1,-6.2,4.7,82.7,2.0
Чигирин,2021,1,-1.7,9.1,-21.7,3.2,44.1,9.0
Чигирин,2021,2,-4.1,10.4,-19.2,3.3,61.3,17.0
Чигирин,2021,3,2.4,13.8,-8.0,3.3,25.7,8.0
Чигирин,2021,4,7.9,21.1,-1.9,3.0,47.8,0.0
Чигирин,2021,5,15.4,26.9,2.4,3.2,67.3,0.0
Чигирин,2021,6,20.5,33.2,9.8,2.6,88.6,0.0
Чигирин,2021,7,24.3,32.9,14.1,2.2,45.0,0.0
Чигирин,2021,8,22.1,33.2,11.2,2.8,109.8,0.0
Чигирин,2021,9,13.9,26.9,3.3,2.8,35.9,0.0
Чигирин,2021,10,8.1,19.7,-1.3,2.7,35.5,0.0
Чигирин,2021,11,4.9,15.3,-7.3,3.0,34.4,6.0
Чигирин,2021,12,-0.3,11.5,-14.6,3.1,61.0,6.0
Чортків,2021,1,-1.7,7.0,-19.9,2.0,34.2,8.0
Чортків,2021,2,-2.4,13.2,-16.7,2.1,53.1,11.0
Чортків,2021,3,1.9,13.2,-7.1,1.9,67.8,6.0
Чортків,2021,4,6.7,21.1,-2.0,2.1,15.4,0.0
Чортків,2021,5,13.5,23.6,1.8,2.4,60.7,0.0
Чортків,2021,6,19.0,30.9,9.8,1.7,46.5,0.0
Чортків,2021,7,22.0,31.8,13.5,1.5,98.5,0.0
Чортків,2021,8,18.6,29.4,9.4,1.3,63.1,0.0
Чортків,2021,9,13.3,24.4,5.2,1.8,51.3,0.0
Чортків,2021,10,8.0,18.0,-1.0,2.0,5.9,0.0
Чортків,2021,11,4.5,14.4,-3.6,2.0,14.6,0.0
Чортків,2021,12,-1.8,8.8,-13.6,2.3,85.3,15.0
Шепетівка,2021,1,-2.8,6.1,-21.6,2.8,54.4,19.0
Шепетівка,2021,2,-4.1,9.7,-19.2,2.9,62.5,21.0
Шепетівка,2021,3,1.2,14.2,-7.6,2.8,68.1,10.0
Шепетівка,2021,4,6.5,18.6,-1.6,2.7,31.8,2.0
Шепетівка,2021,5,13.2,23.7,0.3,2.9,70.5,0.0
Шепетівка,2021,6,19.4,32.2,5.5,2.3,25.0,0.0
Шепетівка,2021,7,22.2,32.1,10.6,2.0,112.0,0.0
Шепетівка,2021,8,18.0,30.0,8.7,1.8,66.1,0.0
Шепетівка,2021,9,12.5,25.6,3.7,2.0,58.0,0.0
Шепетівка,2021,10,7.6,20.0,-2.3,2.7,2.0,0.0
Шепетівка,2021,11,4.5,14.4,-5.7,3.0,24.5,0.0
Шепетівка,2021,12,-2.6,7.2,-17.3,2.7,101.0,10.0
Яготин,2021,1,-3.2,7.6,-22.7,2.6,58.4,28.0
Яготин,2021,2,-5.9,9.4,-20.1,2.3,45.0,32.0
Яготин,2021,3,1.8,14.9,-10.3,2.4,20.5,10.0
Яготин,2021,4,7.3,21.3,-2.6,1.7,39.3,0.0
Яготин,2021,5,14.4,25.0,1.0,1.9,90.0,0.0
Яготин,2021,6,20.4,34.2,6.8,2.0,51.8,0.0
Яготин,2021,7,23.7,32.4,11.4,1.4,51.4,0.0
Яготин,2021,8,20.9,32.5,10.4,1.9,43.0,0.0
Яготин,2021,9,12.9,27.1,1.9,2.0,28.9,0.0
Яготин,2021,10,7.3,17.5,-2.9,2.1,39.0,0.0
Яготин,2021,11,4.1,14.4,-8.1,2.5,32.5,1.0
Яготин,2021,12,-1.7,8.3,-14.5,2.8,67.0,2.0
Ялта,2021,1,6.4,14.7,-3.8,1.6,118.5,5.0
Ялта,2021,2,5.3,17.1,-5.1,2.1,26.4,1.0
Ялта,2021,3,5.9,16.0,-3.3,1.9,55.5,0.0
Ялта,2021,4,10.5,18.4,3.9,1.6,34.4,0.0
Ялта,2021,5,16.6,25.8,9.2,1.5,19.7,0.0
Ялта,2021,6,20.4,29.6,13.6,1.3,164.8,0.0
Ялта,2021,7,26.8,35.0,18.9,1.9,40.0,0.0
Ялта,2021,8,26.1,33.2,21.4,1.6,23.0,0.0
Ялта,2021,9,18.6,28.6,11.1,2.2,61.6,0.0
Ялта,2021,10,13.4,23.0,5.9,2.3,11.8,0.0
Ялта,2021,11,11.0,19.8,2.8,1.8,62.0,0.0
Ялта,2021,12,8.0,14.6,-5.9,1.7,150.2,9.0
Ай-Петрі,2022,1,-3.9,12.1,-12.9,5.3,71.7,29.0
Ай-Петрі,2022,2,-0.9,6.4,-11.0,3.1,130.3,33.0
Ай-Петрі,2022,3,-4.3,9.8,-14.7,4.4,80.3,60.0
Ай-Петрі,2022,4,5.9,18.0,-5.0,4.5,49.6,2.0
Ай-Петрі,2022,5,8.9,21.8,0.9,3.7,48.2,0.0
Ай-Петрі,2022,6,15.3,24.2,7.9,3.2,53.3,0.0
Ай-Петрі,2022,7,16.2,23.8,9.5,3.7,29.6,0.0
Ай-Петрі,2022,8,18.6,24.4,11.0,2.9,26.8,0.0
Ай-Петрі,2022,9,11.8,24.3,3.4,4.5,23.5,0.0
Ай-Петрі,2022,10,7.7,20.0,-2.5,4.1,13.1,0.0
Асканія Нова,2022,1,-0.2,12.2,-12.4,4.3,15.2,7.0
Асканія Нова,2022,2,3.2,11.8,-7.2,3.6,14.9,1.0
Асканія Нова,2022,12,1.8,1.8,1.8,2.0,0.0,0.0
Бахмут,2022,1,-2.6,6.9,-14.1,2.9,45.4,19.0
Бахмут,2022,2,1.7,10.9,-8.2,2.0,56.2,10.0
Бахмут,2022,12,-3.0,-3.0,-3.0,1.0,0.0,0.0
Біла Церква,2022,1,-1.5,8.6,-17.7,5.2,30.9,10.0
Біла Церква,2022,2,1.5,9.5,-7.5,4.4,10.6,2.0
Біла Церква,2022,11,-0.2,1.4,-2.9,3.1,0.0,0.0
Біла Церква,2022,12,-0.8,11.0,-9.0,3.5,0.0,0.0
Білопілля,2022,1,-1.4,9.3,-14.4,3.6,32.8,8.0
Білопілля,2022,2,1.2,8.8,-8.2,2.6,10.1,6.0
Білопілля,2022,11,-0.6,0.5,-3.4,1.3,0.0,0.0
Білопілля,2022,12,-1.0,7.8,-9.0,2.1,0.0,0.0
Берегове,2022,1,-0.9,12.0,-12.2,0.6,35.4,15.0
Берегове,2022,2,2.9,11.7,-4.1,0.7,28.0,14.0
Берегове,2022,11,3.3,8.3,-3.3,0.3,0.0,0.0
Берегове,2022,12,3.1,10.2,-7.2,0.8,0.0,0.0
Бережани,2022,1,-0.8,10.0,-18.3,3.6,51.8,7.0
Бережани,2022,2,2.4,10.6,-6.9,2.9,15.3,10.0
Бережани,2022,11,0.4,2.2,-1.7,1.2,0.0,0.0
Бережани,2022,12,-0.1,11.1,-9.2,1.9,0.0,0.0
Бобринець,2022,1,-1.5,7.2,-14.0,3.6,10.6,12.0
Бобринець,2022,2,1.9,11.3,-10.7,2.5,4.6,1.0
Бобринець,2022,11,2.2,7.7,-2.2,2.5,0.0,0.0
Бобринець,2022,12,1.1,12.8,-10.1,2.6,0.0,0.0
Богодухів,2022,1,-3.4,3.3,-17.1,4.4,48.4,10.0
Богодухів,2022,2,0.1,6.9,-8.3,3.5,22.1,12.0
Богодухів,2022,11,-0.1,3.2,-5.9,4.5,0.0,0.0
Богодухів,2022,12,-0.7,8.6,-12.4,4.4,0.0,0.0
Броди,2022,1,-0.4,9.9,-17.8,3.6,63.9,5.0
Броди,2022,2,2.8,10.7,-6.5,3.5,22.5,2.0
Броди,2022,11,0.4,1.8,-0.9,1.4,0.0,0.0
Броди,2022,12,0.7,10.3,-8.0,2.2,0.0,0.0
Велика Олександрівка,2022,1,-0.7,10.2,-13.3,2.9,19.0,9.0
Велика Олександрівка,2022,2,2.9,12.5,-8.2,2.2,11.2,1.0
Велика Олександрівка,2022,12,0.5,0.5,0.5,2.0,0.0,0.0
Великий Бурлук,2022,1,-4.0,3.1,-17.8,4.4,47.2,16.0
Великий Бурлук,2022,2,-0.7,6.8,-14.9,3.1,32.2,23.0
Великий Бурлук,2022,11,-0.4,2.8,-6.5,6.1,0.0,0.0
Великий Бурлук,2022,12,0.2,6.5,-12.5,4.4,0.0,0.0
Веселий Поділ,2022,1,-1.8,7.3,-15.5,4.3,47.3,7.0
Веселий Поділ,2022,2,1.0,9.5,-11.1,2.9,20.8,4.0
Веселий Поділ,2022,11,1.4,4.4,-3.2,2.1,0.0,0.0
Веселий Поділ,2022,12,-0.1,11.3,-10.2,3.0,0.0,0.0
Вінниця,2022,1,-1.5,10.6,-13.0,5.7,32.8,12.0
Вінниця,2022,2,1.3,8.9,-6.9,4.0,13.0,15.0
Вінниця,2022,11,0.5,1.7,-2.5,1.6,0.0,0.0
Вінниця,2022,12,-0.1,11.0,-8.2,1.7,0.0,0.0
Володимир,2022,1,-0.1,8.8,-14.0,3.8,52.2,4.0
Володимир,2022,2,2.4,10.0,-5.0,3.2,30.6,3.0
Володимир,2022,3,2.5,18.4,-9.0,2.3,13.3,0.7
Володимир,2022,4,6.6,20.2,-1.2,2.7,65.8,4.0
Володимир,2022,5,14.2,28.6,1.4,2.4,50.6,0.0
Володимир,2022,6,20.0,33.5,6.8,2.0,24.3,0.0
Володимир,2022,7,19.9,32.2,8.2,2.3,102.0,0.0
Володимир,2022,8,20.2,30.4,11.2,1.8,83.2,0.0
Володимир,2022,9,11.7,21.2,0.4,1.9,135.2,0.0
Володимир,2022,10,10.8,21.0,1.2,1.9,27.3,0.0
Володимир,2022,11,-0.2,1.8,-1.8,1.4,0.0,0.0
Володимир,2022,12,-0.2,10.0,-20.2,2.4,0.0,0.0
Вознесенськ,2022,1,-0.1,9.8,-13.6,2.4,16.5,11.0
Вознесенськ,2022,2,3.2,13.5,-6.6,1.8,1.9,1.0
Вознесенськ,2022,11,3.7,10.5,-0.1,2.2,0.0,0.0
Вознесенськ,2022,12,2.4,13.5,-8.8,2.1,0.0,0.0
Гадяч,2022,1,-2.7,5.1,-17.5,3.3,52.0,13.0
Гадяч,2022,2,0.1,6.8,-14.3,2.3,20.5,14.0
Гадяч,2022,11,0.4,2.8,-4.6,2.4,0.0,0.0
Гадяч,2022,12,-0.8,9.5,-11.3,2.7,0.0,0.0
Гайворон,2022,1,-0.5,10.7,-12.3,2.7,16.4,5.0
Гайворон,2022,2,2.4,12.6,-5.9,1.8,6.2,0.0
Гайворон,2022,11,1.6,6.5,-1.4,1.7,0.0,0.0
Гайворон,2022,12,0.2,12.3,-9.1,1.4,0.0,0.0
Гайсин,2022,1,-0.9,10.0,-13.5,3.6,30.0,4.0
Гайсин,2022,2,1.9,10.1,-7.0,2.3,6.8,3.0
Гайсин,2022,11,0.8,3.9,-2.3,2.0,0.0,0.0
Гайсин,2022,12,-0.3,11.7,-8.9,2.2,0.0,0.0
Генічеськ,2022,1,0.3,11.3,-10.1,3.5,17.3,9.0
Генічеськ,2022,2,3.8,11.2,-5.4,2.2,13.8,2.0
Генічеськ,2022,11,6.8,9.4,4.0,5.0,0.0,0.0
Генічеськ,2022,12,3.9,10.7,-2.6,5.5,0.0,0.0
Губиниха,2022,1,-2.5,4.5,-14.8,3.6,33.9,11.0
Губиниха,2022,2,1.3,9.5,-7.7,2.3,29.1,10.0
Губиниха,2022,11,1.9,5.9,-3.9,3.4,0.0,0.0
Губиниха,2022,12,0.4,10.6,-11.2,3.3,0.0,0.0
Дніпро,2022,1,-2.7,4.1,-15.2,5.0,33.3,28.0
Дніпро,2022,2,1.3,9.5,-6.1,3.6,24.2,8.0
Дніпро,2022,3,12.3,19.6,5.0,4.7,0.0,0.0
Дніпро,2022,4,9.9,22.9,0.3,4.2,56.6,0.0
Дніпро,2022,5,15.4,29.3,6.0,3.6,19.2,0.0
Дніпро,2022,6,22.2,31.2,11.6,3.1,20.4,0.0
Дніпро,2022,7,22.4,33.1,13.5,3.2,35.1,0.0
Дніпро,2022,8,24.6,32.9,17.1,4.0,46.0,0.0
Дніпро,2022,9,15.2,27.2,5.1,3.3,34.5,0.0
Дніпро,2022,10,11.6,27.1,3.2,3.4,28.1,0.0
Дніпро,2022,11,2.3,6.2,-3.3,3.8,0.0,0.0
Дніпро,2022,12,0.9,11.0,-10.1,4.3,0.0,0.0
Дрогобич,2022,1,0.1,10.7,-17.4,4.2,36.9,13.0
Дрогобич,2022,2,3.5,11.1,-9.2,4.3,10.3,1.0
Дрогобич,2022,11,1.2,6.0,-1.0,1.3,0.0,0.0
Дрогобич,2022,12,1.8,12.9,-12.2,2.8,0.0,0.0
Дружба,2022,1,-4.0,4.6,-22.2,2.4,88.9,28.0
Дружба,2022,2,-1.1,6.6,-19.4,2.0,28.9,34.0
Дружба,2022,11,-0.8,1.2,-6.3,2.3,0.0,0.0
Дружба,2022,12,-2.0,8.0,-13.1,2.2,0.0,0.0
Жашків,2022,1,-1.5,8.8,-15.1,2.3,33.3,6.0
Жашків,2022,2,1.5,9.4,-8.3,1.5,8.2,2.0
Жашків,2022,11,0.1,3.2,-2.7,1.1,0.0,0.0
Жашків,2022,12,-0.7,11.2,-8.6,1.1,0.0,0.0
Житомир,2022,1,-1.0,10.0,-15.0,2.5,59.6,13.0
Житомир,2022,2,2.0,9.3,-11.9,2.1,20.0,11.0
Житомир,2022,3,4.3,17.8,-8.2,2.1,17.8,3.0
Житомир,2022,4,7.5,21.4,-2.5,1.9,63.4,1.0
Житомир,2022,5,14.3,28.6,1.1,1.5,42.2,0.0
Житомир,2022,6,20.3,33.5,9.8,1.2,67.3,0.0
Житомир,2022,7,20.1,31.6,11.0,1.3,40.2,0.0
Житомир,2022,8,21.0,31.2,13.6,1.1,61.0,0.0
Житомир,2022,9,12.3,20.5,1.8,1.0,131.2,0.0
Житомир,2022,10,10.7,21.6,0.5,1.3,46.8,0.0
Житомир,2022,11,-0.4,0.6,-3.2,1.0,0.0,0.0
Житомир,2022,12,-0.6,8.9,-9.3,1.8,0.0,0.0
Жмеринка,2022,1,-1.4,9.7,-12.9,4.1,42.2,9.0
Жмеринка,2022,2,1.5,9.2,-6.4,3.3,13.7,11.0
Жмеринка,2022,11,-0.1,1.0,-2.9,2.3,0.0,0.0
Жмеринка,2022,12,-0.6,10.2,-8.9,2.5,0.0,0.0
Запоріжжя,2022,1,-2.0,6.7,-14.4,4.4,14.4,14.0
Запоріжжя,2022,2,2.2,10.2,-5.6,3.0,16.5,3.0
Запоріжжя,2022,3,3.0,20.9,-8.8,0.3,2.0,1.0
Запоріжжя,2022,4,9.5,23.4,-2.2,1.5,67.7,0.0
Запоріжжя,2022,5,17.7,30.4,5.0,2.0,212.5,0.0
Запоріжжя,2022,6,26.7,90.6,11.6,1.4,15.0,0.0
Запоріжжя,2022,7,20.0,60.3,-0.2,1.0,80.5,0.0
Запоріжжя,2022,8,20.3,31.3,-20.1,1.1,53.3,0.0
Запоріжжя,2022,9,12.8,20.7,4.8,1.0,50.1,0.0
Запоріжжя,2022,10,10.0,23.2,-50.3,1.0,8.8,0.0
Звенигородка,2022,1,-1.6,7.5,-14.8,3.5,29.1,7.0
Звенигородка,2022,2,1.5,9.4,-8.6,2.5,10.6,6.0
Звенигородка,2022,11,0.8,6.2,-2.0,2.3,0.0,0.0
Звенигородка,2022,12,-0.5,11.8,-8.7,2.2,0.0,0.0
Знам’янка,2022,1,-2.0,7.4,-15.0,3.5,23.2,10.0
Знам’янка,2022,2,1.0,10.2,-10.9,2.6,15.9,6.0
Знам’янка,2022,11,1.4,6.3,-3.4,2.1,0.0,0.0
Знам’янка,2022,12,0.3,12.2,-11.0,2.6,0.0,0.0
Івано-Франківськ,2022,1,-0.3,11.8,-20.7,4.0,24.6,6.0
Івано-Франківськ,2022,2,2.1,12.9,-11.4,3.1,11.5,1.0
Івано-Франківськ,2022,3,3.8,19.4,-10.0,2.7,0.0,0.0
Івано-Франківськ,2022,4,7.4,23.8,-5.3,2.8,0.0,0.0
Івано-Франківськ,2022,5,14.9,28.6,1.1,2.6,17.7,0.0
Івано-Франківськ,2022,6,19.1,33.5,6.9,2.3,78.9,0.0
Івано-Франківськ,2022,7,20.1,34.2,7.2,2.6,50.6,0.0
Івано-Франківськ,2022,8,20.0,30.3,9.5,1.7,63.8,0.0
Івано-Франківськ,2022,9,12.7,24.1,3.0,2.2,180.7,0.0
Івано-Франківськ,2022,10,10.2,22.4,-1.7,2.0,19.3,0.0
Івано-Франківськ,2022,11,1.2,4.2,-0.5,1.7,0.0,0.0
Івано-Франківськ,2022,12,-0.1,11.2,-11.8,2.1,0.0,0.0
Ізмаїл,2022,1,1.6,14.0,-11.4,3.1,6.4,3.0
Ізмаїл,2022,2,4.6,15.4,-4.8,2.7,7.5,5.0
Ізмаїл,2022,11,3.6,8.8,0.5,3.5,0.0,0.0
Ізмаїл,2022,12,3.7,15.3,-8.6,2.0,0.0,0.0
Ізюм,2022,1,-2.5,4.8,-15.2,2.1,40.9,22.0
Ізюм,2022,2,1.4,9.8,-9.8,1.6,46.0,10.0
Ізюм,2022,3,1.8,3.2,0.6,2.3,2.6,0.0
Ізюм,2022,9,17.0,21.1,11.3,1.2,9.0,0.0
Ізюм,2022,10,12.8,25.4,0.4,1.8,54.1,0.0
Ізюм,2022,11,0.8,5.9,-5.2,3.2,0.0,0.0
Ізюм,2022,12,0.5,11.0,-11.6,2.6,0.0,0.0
Кам’янець-Подільський,2022,1,-0.5,10.8,-14.5,3.8,23.0,6.0
Кам’янець-Подільський,2022,2,2.5,10.6,-5.1,2.6,14.1,1.0
Кам’янець-Подільський,2022,11,1.1,3.0,-1.4,1.4,0.0,0.0
Кам’янець-Подільський,2022,12,-0.0,7.8,-7.8,2.2,0.0,0.0
Керч,2022,1,1.6,13.7,-11.3,5.0,54.6,14.0
Керч,2022,2,4.5,12.6,-2.3,4.4,46.0,0.9
Керч,2022,3,2.3,16.7,-5.9,4.9,36.0,4.0
Керч,2022,4,10.6,21.0,-0.9,4.4,29.4,0.0
Керч,2022,5,14.5,27.1,5.9,3.9,10.0,0.0
Керч,2022,6,22.0,29.5,13.3,3.5,50.6,0.0
Керч,2022,7,23.2,31.9,14.0,3.2,23.5,0.0
Керч,2022,8,25.6,32.5,17.7,3.0,30.6,0.0
Керч,2022,9,18.4,30.8,7.3,3.8,26.3,0.0
Керч,2022,10,13.7,25.8,5.3,4.1,17.3,0.0
